11160:99999,SANDNESSJOEN/STOKKA,NO,,ENST,65.967,12.467,17
11210:99999,NORD-SOLVAER,NO,,,66.4,12.617,10
11220:99999,MOSJOEN/KJAERSTAD,NO,,ENMS,65.783,13.217,70
11310:99999,GLAPEN LIGHTHOUSE,NO,,,67.883,13.05,31
11340:99999,MAJAVATN III,NO,,,65.183,13.417,339
11370:99999,STOTT,NO,,,66.933,13.45,12
11380:99999,TENNHOLMEN (LGT-H),NO,,,67.3,13.5,14
11410:99999,LEKNES,NO,,ENLK,68.15,13.617,26
11450:99999,KVALNES I LOFOTEN,NO,,,68.35,13.967,15
11470:99999,VANTRESK,NO,,,64.75,14.183,265
11490:99999,NERDAL I RANA,NO,,,66.267,13.983,39
11510:99999,MOIRANA,NO,,ENRA,66.367,14.3,70
11520:99999,BODO VI (CIV/MIL),NO,,ENBO,67.267,14.367,13
11540:99999,LITLOY FYR,NO,,,68.583,14.3,50
11550:99999,BO I VESTERALEN II,NO,,,68.633,14.467,11
11600:99999,SKROVA (LGT-H),NO,,,68.15,14.65,11
11610:99999,SVOLVAER/HELLE,NO,,ENSH,68.25,14.667,9
11620:99999,STORKMARKNES/SKAGEN,NO,,ENSK,68.583,15.017,3
11630:99999,BOLNA,NO,,,66.5,15.25,549
11650:99999,GROTOY,NO,,,67.833,14.783,6
11670:99999,SORTLAND,NO,,,68.7,15.417,3
11680:99999,KLEIVA I SORTLAND,NO,,,68.65,15.283,23
11690:99999,SALTDAL,NO,,,66.967,15.317,26
11700:99999,FAUSKE-VETEN,NO,,,67.233,15.317,165
11720:99999,FINNOY I HAMAROY,NO,,,68,15.617,50
11760:99999,KONGSVIK,NO,,,68.567,16.267,25
11820:99999,EVENSKJER,NO,,,68.583,16.583,7
11830:99999,EVENES (CIV/MIL),NO,,ENEV,68.517,16.683,26
11840:99999,SANDSOY I SENJA,NO,,,68.933,16.683,45
11890:99999,LILAND,NO,,,68.483,16.883,15
11910:99999,SKJOMEN-SLETTJORD,NO,,,68.283,17.317,6
11940:99999,NARVIK III/FRAMNES,NO,,ENNK,68.467,17.5,23
11960:99999,TENEVOLL,NO,,,68.9,17.817,20
11990:99999,SICCAJAVRE,NO,,,68.75,23.533,382
12030:99999,KRAKENES (LGT-H),NO,,,62.033,4.983,38
12050:99999,SVINOY (LGT-H),NO,,,62.333,5.267,41
12090:99999,ORSTA-VOLDA/HOVDEN,NO,,ENOV,62.183,6.067,74
12091:99999,ORSTA-VOLDA/HOVD,NO,,ENOV,62.183,6.05,74
12100:99999,ALESUND/VIGRA,NO,,ENAL,62.567,6.117,22
12120:99999,ONA II,NO,,,62.867,6.533,15
12150:99999,HUSTAD-NERLAND,NO,,,62.967,7.15,26
12160:99999,HJELVIK I ROMSDAL,NO,,,62.617,7.217,16
12170:99999,MOLDE/ARO,NO,,ENML,62.75,7.267,3
12180:99999,TAFJORD,NO,,,62.233,7.417,17
12230:99999,KRISTIANSUND/KVERNB,NO,,ENKB,63.117,7.833,62
12240:99999,SKALMEN (LGT-H),NO,,,63.467,7.75,13
12250:99999,SMOLA-MOLDSTAD,NO,,,63.433,8.083,27
12270:99999,TINGVOLL-HANEM,NO,,,62.85,8.3,69
12280:99999,SULA,NO,,,63.85,8.45,28
12300:99999,AURSJOEN,NO,,,62.4,8.567,869
12310:99999,LESJASKOG,NO,,,62.233,8.367,621
12320:99999,VINJEORA II,NO,,,63.2,9,9
12350:99999,DOMBAS-KIRKENAER,NO,,,62.083,9.133,645
12380:99999,FOKSTUA II,NO,,,62.15,9.283,974
12400:99999,HALTEN (LGT-H),NO,,,64.167,9.417,16
12410:99999,ORLAND III(NOR-AFB),NO,,ENOL,63.7,9.6,7
12430:99999,SONGLI,NO,,,63.333,9.65,300
12450:99999,OPPDAL-BJORKE,NO,,,62.6,9.683,630
12480:99999,VALLERSUND,NO,,,63.85,9.733,4
12520:99999,BERKAK-LYNGHOLT,NO,,,62.817,10.017,475
12580:99999,TRONDHEIM (TYHOLT),NO,,,63.417,10.433,113
12590:99999,BUHOLMRASA (LGT-H),NO,,,64.4,10.467,18
12620:99999,NORDOYAN (LGT-H),NO,,,64.8,10.55,33
12650:99999,TYNSET,NO,,,62.3,10.75,483
12710:99999,TRONDHEIM/VAERNES,NO,,ENVA,63.467,10.933,17
12740:99999,SELBU-STUBBE,NO,,,63.217,11.117,242
12770:99999,LEVANGER-EGGEN,NO,,,63.717,11.233,95
12771:99999,LEVANGER-EGGEN,NO,,,63.717,11.233,95
12780:99999,VERDAL-STIKLESTAD,NO,,,63.8,11.567,52
12800:99999,NAMDALSEID,NO,,,64.25,11.2,87
12820:99999,RORVIK/RYUM,NO,,ENRM,64.849,11.233,14
12823:99999,RORVIK/RYUM,NO,,,64.85,11.233,14
12880:99999,ROROS (CITY),NO,,,62.567,11.383,630
12890:99999,ROROS AIRPORT,NO,,ENRO,62.583,11.35,626
12891:99999,ROROS/AIRPORT,NO,,ENRO,62.583,11.383,626
12900:99999,NAMSOS AIRPORT,NO,,ENNM,64.467,11.583,2
12920:99999,MERAKER\UTSYN,NO,,,63.45,11.7,145
12950:99999,HOYLANDET-DRAGEIDET,NO,,,64.55,12.15,118
12960:99999,BERG I SNASA,NO,,,64.25,12.417,127
12980:99999,NORDLI-HOLAND,NO,,,64.45,13.717,462
13000:99999,GULLFAKS,NO,,,61.2,2.267,78
13005:99999,STATFJORD OIL RIG AND,NO,,ENSF,61.217,1.833,15
13040:99999,YTTEROYANE (LGT-H),NO,,,61.567,4.683,26
13060:99999,HELLISOY (LGT-H),NO,,,60.75,4.717,20
13090:99999,KINN ISLAND,NO,,,61.567,4.8,10
13100:99999,FLORO,NO,,ENFL,61.583,5.033,9
13110:99999,BERGEN/FLESLAND AFB,NO,,ENBR,60.3,5.217,50
13160:99999,BERGEN-FREDRIKSBERG,NO,,,60.4,5.317,40
13170:99999,BERGEN/FLORIDA,NO,,,60.383,5.333,36
13190:99999,TAKLE,NO,,,61.033,5.383,39
13200:99999,SANDANE/ANDA,NO,,ENSD,61.833,6.117,60
13210:99999,DOMBESTEIN,NO,,,61.883,5.65,33
13220:99999,FORDE-VIE,NO,,,61.45,5.9,12
13230:99999,FORDE/BRINGELANDSAS,NO,,ENFD,61.45,5.85,2
13250:99999,MODALEN II,NO,,,60.833,5.95,114
13280:99999,KVAMSKOGEN,NO,,,60.4,5.917,408
13300:99999,OMASTRAND,NO,,,60.217,5.983,6
13360:99999,VOSS/BOMOEN,NO,,ENBM,60.65,6.5,122
13390:99999,VANGSNES,NO,,,61.167,6.65,53
13410:99999,EIDFJORD-BU,NO,,,60.467,6.867,166
13420:99999,ULLENSVANG FORSOKS.,NO,,,60.317,6.65,12
13440:99999,REIMEGREND,NO,,,60.683,6.75,560
13450:99999,OLDEN-VANGBERG,NO,,,61.867,6.75,78
13470:99999,SOGNDAL/HAUKASEN,NO,,ENSG,61.15,7.133,497
13471:99999,SOGNDAL/HAUKASEN,NO,,ENSG,61.167,7.133,498
13510:99999,FINSE III,NO,,,60.6,7.517,1224
13550:99999,LAERDAL\MOLDO,NO,,,61.067,7.517,36
13560:99999,LAPPSTEINEN (AUT),NO,,,60.433,7.817,1170
13570:99999,FORTUN,NO,,,61.5,7.7,27
13590:99999,HAUGASTOL,NO,,,60.517,7.867,988
13600:99999,BRATA,NO,,,61.9,7.867,711
13610:99999,FANARAKEN,NO,,,61.517,7.9,2062
13640:99999,GEILO-GEILOSTOLEN,NO,,,60.517,8.217,810
13650:99999,TYNKRYSSET,NO,,,58.267,7.333,340
13660:99999,SOGNEFJELL,NO,,,61.567,8,1413
13670:99999,FAGERNES,NO,,,60.983,9.233,365
13671:99999,BEITOSTOLEN,NO,,,61.233,8.933,828
13680:99999,FAGERNES/LEIRIN,NO,,ENFG,61,9.3,822
13690:99999,BOGUS NORWEGIAN,NO,,,0,0,0
13700:99999,SKABU-STORSLAEN,NO,,,61.517,9.383,865
13710:99999,LOKEN I VOLBU,NO,,,61.117,9.067,525
13720:99999,NESBYEN-SKOGLUND,NO,,,60.567,9.133,167
13730:99999,VAGAMO,NO,,,61.867,9.1,371
13740:99999,VEST-TORPA II,NO,,,60.933,10.033,542
13743:99999,FAGERNES/LEIRIN   &,NO,,,61,9.3,822
13750:99999,VINSTRA (SOLSTAD),NO,,,61.583,9.783,245
13755:99999,GULLFAX (PLATFORM),NO,,ENGC,61.033,2.033,10
13760:99999,FLUBERG/ROEN,NO,,,60.783,10.2,160
13780:99999,LILLEHAMMER-SAETHER,NO,,,61.083,10.483,271
13790:99999,SOR-NESSET,NO,,,61.883,10.15,738
13800:99999,VENABU,NO,,,61.65,10.117,940
13801:99999,KITTILBU,NO,,,61.167,9.967,816
13820:99999,KISE PA HEDMARK,NO,,,60.767,10.817,128
13830:99999,EVENSTAD-OVERENGET,NO,,,61.417,11.083,255
13839:99999,HAMAR/STAFSBERG,NO,,ENHA,60.817,11.083,233
13840:99999,OSLO/GARDERMOEN,NO,,ENGM,60.2,11.083,204
13890:99999,HAUGEDALSHOGDA,NO,,,61.167,11.45,240
13910:99999,FLISA,NO,,,60.617,12.017,188
13930:99999,DREVSJO,NO,,,61.883,12.05,674
13970:99999,TRYSIL-INNBYGDA,NO,,,61.317,12.267,360
14000:99999,EKOFISK,NO,,,56.533,3.217,46
14010:99999,FRIGG,NO,,,59.983,2.25,48
14030:99999,UTSIRA (LGT-H),NO,,,59.3,4.883,56
14033:99999,EKOFISK OIL PLTFRM,NO,,ENEK,56.55,3.25,3
14035:99999,KARMOY,NO,,,59.35,5.217,23
14060:99999,SLATTEROY (LGT-H),NO,,,59.917,5.067,16
14080:99999,HAUGESUND/KARMOY,NO,,ENHD,59.35,5.217,24
14120:99999,OBRESTAD (LGT-H),NO,,,58.65,5.567,24
14140:99999,ALFJORDEN,NO,,,59.583,5.5,22
14150:99999,STAVANGER/SOLA(AFB),NO,,ENZV,58.883,5.633,9
14170:99999,NEDRE VATS,NO,,,59.483,5.75,64
14180:99999,UPSANGER LAKE,NO,,,59.85,5.767,60
14230:99999,FISTER,NO,,,59.183,6.067,1
14240:99999,SAUDA,NO,,,59.65,6.367,5
14250:99999,UALAND-BJULAND,NO,,,58.55,6.35,200
14270:99999,LISTA (LGT-H),NO,,,58.117,6.567,14
14280:99999,LISTA/FARSUND (AFB),NO,,ENLI,58.1,6.633,10
14300:99999,TONSTAD-NETTFED,NO,,,58.667,6.717,55
14320:99999,SIRDAL-TJORHOM,NO,,,58.883,6.85,500
14330:99999,MIDTLAEGER,NO,,,59.833,7,1079
14350:99999,HAUKELISAETER/BROYT,NO,,,59.817,7.217,1019
14360:99999,LINDESNES (LGT-H),NO,,,57.983,7.05,23
14390:99999,KONSMA HAEGELAND,NO,,,61.2,8.233,864
14400:99999,HYLESTAD-BROKKE,NO,,,59.1,7.5,443
14410:99999,HOVDEN,NO,,,59.55,7.367,765
14420:99999,BYGLANDSFJORD-SOLBA,NO,,,58.667,7.8,211
14450:99999,SKAFSA,NO,,,59.45,8,77
14460:99999,OYFJELL I TELEMARK,NO,,,59.633,8.267,804
14480:99999,OKSOY (LGT-H),NO,,,58.067,8.05,8
14500:99999,MOSSTRAND II,NO,,,59.833,8.183,977
14520:99999,KRISTIANSAND/KJEVIK,NO,,ENCN,58.2,8.083,17
14550:99999,TVEITSUND,NO,,,59.033,8.517,255
14590:99999,NELAUG,NO,,,58.65,8.633,160
14650:99999,TORUNGEN (LGT-H),NO,,,58.4,8.8,15
14670:99999,LYNGOR (LGT-H),NO,,,58.633,9.15,7
14700:99999,GVARV,NO,,,59.383,9.183,24
14703:99999,NOTODDEN,NO,,ENNO,59.567,9.217,19
14740:99999,LYNGDAL I NUMEDAL,NO,,,59.9,9.533,294
14750:99999,SKIEN/GEITERYGGEN,NO,,ENSN,59.183,9.567,141
14760:99999,JOMFRULAND (LGT-H),NO,,,58.867,9.6,15
14770:99999,KONGSBERG IV,NO,,,59.667,9.65,169
14780:99999,LANGOYTANGEN (LH) &,NO,,,58.983,9.767,6
14810:99999,SLAGENTANGEN II,NO,,,59.317,10.517,3
14820:99999,FERDER (LGT-H),NO,,,59.033,10.533,8
14830:99999,TORP (CIV/NOR-AFB),NO,,ENTO,59.2,10.267,88
14840:99999,JELOY ISLAND,NO,,,59.433,10.6,12
14843:99999,OSEBERG,NO,,ENOA,59.317,10.45,15
14880:99999,OSLO/FORNEBU,NO,,ENFB,59.9,10.617,17
14900:99999,TRYVASSHOGDA II,NO,,,59.983,10.683,514
14920:99999,OSLO BLINDERN AUTO,NO,,,59.95,10.833,96
14940:99999,RYGGE (NOR-AFB),NO,,ENRY,59.383,10.783,53
14960:99999,HOLAND\FOSSER,NO,,,59.8,11.467,135
14970:99999,PRESTEBAKKE,NO,,,59,11.533,157
14980:99999,MAGNOR,NO,,,59.967,12.217,153
14983:99999,STATFJORD OIL RIG &,NO,,,0,0,0
14990:99999,VAEROY,NO,,,0,0,0
14993:99999,VAEROY,NO,,ENVY,0,0,0
20120:99999,RITSEM,SN,,,67.733,17.467,523
20130:99999,RITSEM,SN,,,67.733,17.467,532
20200:99999,KATTERJAKK,SN,,,68.417,18.167,517
20230:99999,TORNEHAMN (AUTO),SN,,,68.433,18.633,512
20240:99999,STORA SJOEFALLET,SN,,,67.5,18.3,425
20290:99999,TARFALA,SN,,,67.917,18.6,1151
20310:99999,RENJOEN,SN,,,68.067,19.833,493
20320:99999,TORNETRASK LAKE,SN,,,68.217,19.717,393
20360:99999,NIKKALUOKTA,SN,,,67.85,19.033,470
20380:99999,LATNIVAARA,SN,,,67.25,20.267,453
20430:99999,ESRANGE,SN,,,67.933,21.067,341
20440:99999,KIRUNA AIRPORT,SN,,ESNQ,67.817,20.333,452
20450:99999,KIRUNA GEOFYSISKA,SN,,,67.833,20.433,341
20480:99999,MALMBERGET,SN,,,67.133,20.667,365
20490:99999,GALLIVARE (PRIVATE),SN,,ESNG,67.15,20.65,310
20500:99999,KATTERJAKK,SN,,,68.417,18.167,517
20520:99999,KVIKKJOKK         &,SN,,,66.95,17.75,337
20530:99999,MALMBERGET,SN,,,67.133,20.667,365
20540:99999,NEDRE SOPPERO,SN,,,68.05,21.767,168
20550:99999,NAIMAKKA,SN,,,68.683,21.533,475
20570:99999,KALLAX/LULEA (AFB),SN,,ESPA,65.55,22.133,17
20580:99999,HAPARANDA         &,SN,,,65.833,24.15,7
20590:99999,GADDEDE,SN,,,64.5,14.133,318
20600:99999,NAIMAKKA,SN,,,68.683,21.533,403
20620:99999,OSTERSUND/FROSON AB,SN,,ESPC,63.183,14.5,376
20630:99999,ASELE,SN,,,64.167,17.367,329
20640:99999,SAITTAROVA,SN,,,67.333,22.233,6
20650:99999,SVEG              &,SN,,,62.033,14.367,360
20660:99999,SUNDSVALL/HARNOSAND,SN,,ESNN,62.533,17.45,4
20670:99999,SARNA,SN,,,61.683,13.133,505
20680:99999,DELSBO,SN,,,61.8,16.567,93
20690:99999,SODERHAMN (SWE-AFB),SN,,ESCL,61.267,17.1,26
20700:99999,GUSTAVSFORS       &,SN,,,60.15,13.8,198
20711:99999,BORLANGE,SN,,,60.417,15.517,153
20720:99999,PORKALOMPOLO,SN,,,67.733,22.833,313
20730:99999,KARLSTAD          &,SN,,ESSQ,59.367,13.467,46
20740:99999,OREBRO/EKEBY,SN,,,59.267,15.333,33
20750:99999,VASTERAS/HASSLO AFB,SN,,ESCD,59.583,16.633,6
20760:99999,UPPSALA           &,SN,,ESCM,59.883,17.6,21
20770:99999,STOCKHOLM/BROMMA  &,SN,,ESSB,59.35,17.95,15
20790:99999,SATENAS (SWE-AFB),SN,,ESIB,58.433,12.7,54
20800:99999,KARESUANDO,SN,,,68.45,22.5,327
20820:99999,LANDSORT          &,SN,,,58.75,17.867,32
20830:99999,GOTSKA SANDON     &,SN,,,58.4,19.2,12
20840:99999,LANNAVAARA        &,SN,,,68.05,22,360
20850:99999,RANGEDALA (AUTO),SN,,,57.717,13.117,259
20860:99999,LAINIO,SN,,,67.767,22.35,325
20870:99999,JONKOPING         &,SN,,ESSJ,57.767,14.083,226
20880:99999,KOMPELUSVAARA,SN,,,67.083,22.217,263
20890:99999,OLANDS NORRA UDDE &,SN,,,57.367,17.1,4
20900:99999,VISBY             &,SN,,ESSV,57.667,18.35,51
20910:99999,KULLEN (LGT-H),SN,,,56.3,12.45,72
20920:99999,MUODOSLOMPOLO,SN,,,67.95,23.467,240
20930:99999,VAXJO             &,SN,,,56.867,14.8,166
20940:99999,UNGSKAR,SN,,,56.033,15.8,1
20950:99999,KALMAR            &,SN,,ESDC,56.683,16.3,6
20960:99999,PAJALA,SN,,,67.217,23.4,168
20980:99999,MALMO/STURUP,SN,,ESMS,55.55,13.367,72
20990:99999,YSTAD             &,SN,,,55.433,13.833,34
21000:99999,NAIMAKKA,SN,,,68.683,21.533,403
21010:99999,PALKEM,SN,,,66.383,21.633,261
21020:99999,STEKENJOKK,SN,,,65.099,14.517,459
21030:99999,HEMAVAN-SKORVFJAL.,SN,,,65.783,15.067,800
21040:99999,HEMAVAN,SN,,,65.817,15.1,475
21050:99999,ABELVATTNET,SN,,,65.533,14.983,670
21060:99999,JOKKMOKK (SWE-AFB),SN,,,66.6,19.833,256
21080:99999,KLIMPFJALL,SN,,,65.067,14.8,560
21090:99999,ABRAUR,SN,,,65.9,19.1,342
21100:99999,GIELAS,,,,65.333,15.067,0
21110:99999,VIDSEL (SWE-AFB),SN,,ESPE,65.867,20.133,180
21120:99999,VUOGGATJALME,SN,,,66.567,16.35,500
21140:99999,NORRAKER,SN,,,64.45,15.6,346
21150:99999,STORLIEN-VISJOVALE&,SN,,,63.3,12.133,640
21160:99999,VINDEL-STORSJO,SN,,,65.817,16.717,352
21170:99999,NORDMALING,SN,,,63.567,19.5,6
21180:99999,DIKANAS/SKANSNAS,SN,,,65.316,16.033,525
21190:99999,UMEA,SN,,ESNU,63.8,20.283,7
21200:99999,KVIKKJOKK,SN,,,66.95,17.75,337
21210:99999,MIERKENIS,SN,,,66.683,16.117,615
21220:99999,STENUDDEN,SN,,,66.533,17.667,453
21230:99999,EDSBYN,SN,,,61.383,15.833,163
21240:99999,ARJEPLOG,SN,,,66.033,17.867,430
21250:99999,OSTMARK,SN,,,60.317,12.7,178
21260:99999,MALUNG,SN,,,60.683,13.717,308
21270:99999,STENSELE          &,SN,,,65.067,17.167,327
21280:99999,GUNNARN (SWE-AFB),SN,,ESPD,65.016,17.683,281
21290:99999,GUNNARN SOL (AUT),SN,,,64.967,17.7,278
21300:99999,ROPARUDDEN,SN,,,66.483,16.433,7
21310:99999,ARVIKA,SN,,,59.667,12.583,75
21330:99999,SNAVLUNDA,SN,,,58.967,14.9,144
21350:99999,BURESJOEN,SN,,,65.567,17.867,38
21380:99999,GRUNDKALLEN,SN,,,60.5,18.867,23
21410:99999,TJAKAAPE,SN,,,66.317,19.217,470
21420:99999,JOKKMOKK (SWE-AFB),SN,,ESNJ,66.633,19.65,264
21430:99999,PALJAMYREN,SN,,,66.217,19.133,570
21440:99999,ABRAUR,SN,,,65.9,19.1,342
21460:99999,VAJMAT,SN,,,66.517,19.833,324
21470:99999,MALA-BRANNAN,SN,,,65.15,18.6,93
21480:99999,NORRKOPING/BRAVALLA,SN,,ESCK,58.617,16.117,27
21490:99999,ARVIDSJAUR,SN,,,65.6,19.267,384
21500:99999,NYKOPING/SKAVST AFB,SN,,ESCJ,58.783,16.917,42
21510:99999,JOKKMOKK FPL,SN,,,66.483,20.167,7
21520:99999,SUDOK,SN,,,66.3,20.417,174
21540:99999,VIDSEL (SWE-AFB),SN,,ESPE,65.867,20.133,182
21550:99999,HAGSHULT (SWE-AFB),SN,,ESMV,57.3,14.133,169
21560:99999,MYRHEDEN,SN,,,65.3,20.217,250
21580:99999,FALLFORS (SWE-AFB),SN,,ESUF,65.133,20.783,190
21590:99999,FALLFORS (AUTO),SN,,,65.117,-20.767,195
21610:99999,NATTAVARRA,SN,,,66.75,20.933,20
21620:99999,MARKARYD,SN,,,56.467,13.65,118
21630:99999,LJUNGBYHED(SWE-AFB),SN,,ESDA,56.083,13.233,43
21640:99999,PALKEM,SN,,,66.383,21.633,261
21660:99999,RONNEBY (SWE-AFB),SN,,ESDF,56.267,15.283,58
21670:99999,FALSTERBO (LGT-H),SN,,,55.383,12.817,5
21710:99999,BODEN,SN,,,65.817,21.7,16
21720:99999,ALVSBYN,SN,,,65.683,20.967,50
21730:99999,ALVSBYN,SN,,,65.633,21.067,43
21740:99999,LAKATRASK,SN,,,66.283,21.133,186
21760:99999,RONNSKAR,SN,,,65.033,21.567,3
21810:99999,SVARTBYN (AUTO),SN,,,66.267,22.85,62
21820:99999,OVERKALIX,SN,,,66.283,22.85,54
21840:99999,PAHAROVA,SN,,,66.817,22.333,224
21850:99999,LULEA/KALLAX (AFB),SN,,,65.55,22.133,34
21860:99999,KALLAX/LULEA (AFB),SN,,ESPA,65.55,22.133,34
21880:99999,RODKALLAN AUTO,SN,,,65.316,22.383,1
21910:99999,STORON,SN,,,65.7,23.1,4
21960:99999,HAPARANDA,SN,,,65.833,24.15,6
21990:99999,YLINENJARVI,SN,,,66.617,23.467,132
22000:99999,EDEVIK,SN,,,64.05,12.95,453
22020:99999,TORNETRASK LAKE,SN,,,68.217,19.717,393
22040:99999,NIKKALUOKTA,SN,,,67.85,19.033,470
22060:99999,STORLIEN-VISJOVALEN,SN,,,63.3,12.117,644
22070:99999,LAINIO,SN,,,67.767,22.35,325
22090:99999,SYLARNA,SN,,,63.05,12.267,1035
22150:99999,ARESKUTAN,SN,,,63.433,13.083,1120
22160:99999,MATTMAR,SN,,,63.317,13.867,560
22170:99999,BJOERNAENGEN/AARE,SN,,,63.383,13.15,435
22180:99999,MORSIL,SN,,,63.317,13.65,400
22210:99999,KORSVATTNET,SN,,,63.833,13.5,717
22220:99999,GADDEDE,SN,,,64.5,14.133,330
22230:99999,STEMSJON (AUT),SN,,,63.967,13.717,680
22260:99999,OSTERSUND/FROSON AB,SN,,ESPC,63.183,14.5,370
22280:99999,EDEVIK,SN,,,64.05,12.95,453
22290:99999,OSTERSUND SOL,SN,,,63.2,14.5,4
22300:99999,GUBBHOGEN,,,,64.217,15.55,0
22310:99999,FOLLINGE,SN,,,63.683,14.6,362
22320:99999,NORRAKER,SN,,,64.45,15.6,346
22330:99999,SAXNAES,SN,,,65.533,15.383,545
22340:99999,STROMSUND,SN,,,63.867,15.583,346
22360:99999,HALLHAXASEN,SN,,,63.767,15.333,341
22420:99999,HOTING,SN,,,64.083,16.233,337
22430:99999,KRANGEDE,SN,,,63.15,16.183,170
22440:99999,JUNSELE,SN,,,63.7,16.867,210
